sales,price,brand,feat,tropicana
5120,2.49,tropicana,1,1
4160,3.3900001,tropicana,0,1
4288,3.0899999,tropicana,0,1
3904,3.04,tropicana,0,1
3840,3.04,tropicana,0,1
5056,3.04,tropicana,0,1
5504,3.04,tropicana,0,1
6720,3.0899999,tropicana,0,1
49856,1.99,tropicana,1,1
7616,3.0899999,tropicana,0,1
4864,3.0899999,tropicana,0,1
6080,3.0899999,tropicana,0,1
6080,3.0899999,tropicana,0,1
8256,2.3900001,tropicana,0,1
10496,2.3900001,tropicana,0,1
7296,2.29,tropicana,0,1
5568,2.29,tropicana,0,1
4544,3.0899999,tropicana,0,1
4352,3.0899999,tropicana,0,1
4608,3.0899999,tropicana,0,1
24000,1.99,tropicana,1,1
3456,3.0899999,tropicana,0,1
42560,1.99,tropicana,1,1
20288,1.79,tropicana,0,1
39552,1.79,tropicana,0,1
15488,1.79,tropicana,0,1
8512,3.0899999,tropicana,0,1
17728,2.5,tropicana,1,1
12416,2.5,tropicana,0,1
3904,3.0899999,tropicana,0,1
6656,3.0899999,tropicana,0,1
16768,2.3099999,tropicana,1,1
3712,3.0899999,tropicana,0,1
4608,3.0899999,tropicana,0,1
3968,3.0899999,tropicana,0,1
5504,3.0899999,tropicana,0,1
55616,2.49,tropicana,1,1
27264,2.49,tropicana,0,1
4416,3.0899999,tropicana,1,1
8064,2.6900001,tropicana,0,1
4160,3.0899999,tropicana,0,1
4352,3.0899999,tropicana,0,1
2368,3.0899999,tropicana,0,1
4288,3.0899999,tropicana,0,1
5696,2.99,tropicana,1,1
3648,3.0899999,tropicana,0,1
11328,2.79,tropicana,1,1
6272,3.0899999,tropicana,0,1
18432,2.49,tropicana,1,1
5248,2.49,tropicana,0,1
4480,3.0899999,tropicana,0,1
6016,2.78,tropicana,1,1
6144,2.78,tropicana,0,1
7360,1.59,dominicks,1,0
1472,2.49,dominicks,0,0
832,2.49,dominicks,0,0
4672,2.49,dominicks,0,0
1536,2.49,dominicks,0,0
1024,2.49,dominicks,0,0
5760,2.49,dominicks,0,0
5760,2.0899999,dominicks,1,0
2432,2.0899999,dominicks,0,0
1152,2.0899999,dominicks,0,0
704,2.0899999,dominicks,0,0
32896,1.89,dominicks,1,0
9216,1.89,dominicks,0,0
12224,1.89,dominicks,0,0
7232,1.79,dominicks,0,0
35072,1.79,dominicks,1,0
10304,1.79,dominicks,0,0
896,2.49,dominicks,0,0
84608,1.24,dominicks,1,0
1664,1.59,dominicks,0,0
38848,1.59,dominicks,1,0
21056,1.29,dominicks,0,0
59520,.99000001,dominicks,0,0
19392,1.59,dominicks,1,0
44992,2.49,dominicks,1,0
8640,2.1900001,dominicks,0,0
43776,1.39,dominicks,1,0
2176,2.1900001,dominicks,0,0
1024,2.1900001,dominicks,0,0
1920,2.1900001,dominicks,0,0
140288,.99000001,dominicks,1,0
640,2.1900001,dominicks,0,0
4864,2.1900001,dominicks,0,0
49472,1.49,dominicks,1,0
8704,1.49,dominicks,0,0
2048,2.1900001,dominicks,0,0
70848,1.09,dominicks,1,0
1856,2.1900001,dominicks,0,0
832,2.1900001,dominicks,1,0
1728,2.1900001,dominicks,0,0
768,2.1900001,dominicks,0,0
3776,2.1900001,dominicks,0,0
27840,1.59,dominicks,1,0
11648,1.59,dominicks,0,0
2816,2.1900001,dominicks,0,0
14080,1.41,dominicks,1,0
9536,1.29,dominicks,0,0
2304,1.89,dominicks,0,0
3136,1.89,dominicks,0,0
21248,1.59,dominicks,1,0
3200,1.59,dominicks,0,0
4480,1.89,dominicks,0,0
67392,.99000001,dominicks,1,0
32576,.99000001,dominicks,0,0
22080,1.49,dominicks,1,0
3456,1.49,dominicks,0,0
6912,1.39,dominicks,0,0
2560,1.39,dominicks,0,0
6016,1.39,dominicks,0,0
13504,1.58,dominicks,1,0
7104,1.58,dominicks,0,0
8448,1.58,dominicks,0,0
27584,1.58,dominicks,1,0
4224,1.58,dominicks,0,0
4864,1.58,dominicks,0,0
5120,1.58,dominicks,1,0
6720,1.58,dominicks,0,0
3072,1.58,dominicks,0,0
9408,1.58,dominicks,1,0
21760,1.58,dominicks,0,0
21312,1.58,dominicks,1,0
3136,1.58,dominicks,0,0
5952,1.58,dominicks,1,0
5760,1.58,dominicks,0,0
1280,1.58,dominicks,0,0
4544,1.58,dominicks,0,0
12288,1.58,dominicks,0,0
45568,1.58,dominicks,0,0
4224,1.58,dominicks,0,0
2112,1.58,dominicks,0,0
6720,1.58,dominicks,0,0
16320,1.58,dominicks,0,0
48960,1.58,dominicks,1,0
8384,1.58,dominicks,0,0
26240,1.58,dominicks,0,0
9600,1.58,dominicks,0,0
2368,1.58,dominicks,0,0
4544,1.58,dominicks,0,0
59840,1.29,dominicks,1,0
9280,1.29,dominicks,0,0
5696,1.89,dominicks,0,0
6656,1.89,dominicks,0,0
3456,1.99,dominicks,0,0
11392,1.6900001,dominicks,0,0
57536,1.6900001,dominicks,0,0
17344,1.6900001,dominicks,0,0
5312,1.99,dominicks,0,0
20736,1.99,dominicks,0,0
3008,1.99,dominicks,0,0
16576,1.29,dominicks,0,0
3584,1.99,dominicks,0,0
4096,1.6900001,dominicks,0,0
33024,1.49,dominicks,1,0
4224,1.89,dominicks,1,0
2688,1.99,dominicks,0,0
11520,1.79,dominicks,0,0
7360,1.29,dominicks,0,0
1472,1.99,dominicks,0,0
2240,1.85,dominicks,0,0
1344,1.85,dominicks,0,0
38272,1.49,dominicks,0,0
5248,1.85,dominicks,0,0
15552,3.8699999,tropicana,0,1
9856,3.8699999,tropicana,0,1
12736,3.8699999,tropicana,0,1
11776,3.8699999,tropicana,0,1
10304,3.8699999,tropicana,0,1
10304,3.8699999,tropicana,0,1
11136,3.8699999,tropicana,0,1
10240,3.8699999,tropicana,0,1
12608,3.8699999,tropicana,0,1
8640,3.8699999,tropicana,0,1
11520,3.8699999,tropicana,0,1
9024,3.8699999,tropicana,0,1
15552,3.29,tropicana,0,1
13120,3.29,tropicana,0,1
9280,3.8699999,tropicana,0,1
20864,3.29,tropicana,1,1
10816,3.29,tropicana,0,1
6784,3.5599999,tropicana,0,1
10176,3.5599999,tropicana,0,1
10496,3.5599999,tropicana,0,1
7744,3.5599999,tropicana,0,1
19584,3.8699999,tropicana,0,1
24384,2.99,tropicana,0,1
15232,2.99,tropicana,0,1
8832,3.5899999,tropicana,0,1
7872,3.5899999,tropicana,0,1
35200,2.3900001,tropicana,0,1
17728,2.3900001,tropicana,0,1
18560,3.5899999,tropicana,0,1
36608,2.5899999,tropicana,0,1
16832,2.5899999,tropicana,0,1
6848,3.5899999,tropicana,0,1
8448,3.5899999,tropicana,0,1
32960,2.49,tropicana,0,1
7552,3.5899999,tropicana,0,1
7744,3.5899999,tropicana,0,1
8256,3.5899999,tropicana,0,1
8768,3.5899999,tropicana,0,1
8576,3.5899999,tropicana,0,1
9344,3.5899999,tropicana,0,1
84160,1.6900001,tropicana,1,1
20096,3.5899999,tropicana,0,1
59712,1.99,tropicana,1,1
18368,3.5899999,tropicana,0,1
75200,1.99,tropicana,1,1
30528,1.99,tropicana,0,1
10368,3.5899999,tropicana,0,1
38784,2.29,tropicana,1,1
8768,3.5899999,tropicana,0,1
8832,3.5899999,tropicana,0,1
77632,1.99,tropicana,0,1
18496,1.99,tropicana,0,1
9728,3.5899999,tropicana,0,1
21376,3.5899999,tropicana,0,1
65856,1.99,tropicana,0,1
21440,1.99,tropicana,0,1
54976,2.1900001,tropicana,0,1
18048,2.1900001,tropicana,0,1
9792,3.5899999,tropicana,0,1
9152,3.5899999,tropicana,0,1
10112,3.5899999,tropicana,0,1
64384,1.99,tropicana,1,1
12160,3.5899999,tropicana,0,1
17024,2.49,tropicana,1,1
11008,3.5899999,tropicana,0,1
11712,3.1900001,tropicana,0,1
11584,3.0699999,tropicana,0,1
11840,3.0699999,tropicana,0,1
8832,3.0699999,tropicana,0,1
11456,3.0699999,tropicana,0,1
95296,1.99,tropicana,1,1
14336,3.1900001,tropicana,0,1
7104,3.1900001,tropicana,0,1
9088,3.1900001,tropicana,0,1
13888,3.1900001,tropicana,0,1
21504,2.3900001,tropicana,0,1
24384,2.3900001,tropicana,0,1
23936,2.29,tropicana,0,1
18624,2.29,tropicana,0,1
7168,3.1900001,tropicana,0,1
10048,3.1900001,tropicana,0,1
9408,3.1900001,tropicana,0,1
37056,1.99,tropicana,1,1
6016,3.1900001,tropicana,0,1
67264,1.99,tropicana,1,1
36224,1.79,tropicana,0,1
44288,1.79,tropicana,0,1
25024,1.79,tropicana,0,1
19648,3.1900001,tropicana,0,1
38080,2.5,tropicana,1,1
22720,2.5,tropicana,0,1
10944,3.1900001,tropicana,0,1
17408,3.1900001,tropicana,0,1
47488,2.3900001,tropicana,1,1
11712,3.1900001,tropicana,0,1
11328,3.1900001,tropicana,0,1
10368,3.1900001,tropicana,0,1
14336,3.1900001,tropicana,0,1
103552,2.49,tropicana,1,1
47552,2.49,tropicana,0,1
103872,1.99,tropicana,1,1
11072,3.1900001,tropicana,1,1
12288,3.1900001,tropicana,0,1
11456,3.1900001,tropicana,0,1
8512,3.1900001,tropicana,0,1
11200,3.1900001,tropicana,0,1
15040,3.0899999,tropicana,1,1
9024,3.1900001,tropicana,0,1
29248,2.79,tropicana,1,1
16832,3.1900001,tropicana,0,1
47680,2.49,tropicana,1,1
20864,2.49,tropicana,0,1
11072,3.1900001,tropicana,0,1
33984,2.79,tropicana,1,1
10688,3.1900001,tropicana,0,1
4864,1.59,dominicks,1,0
1408,2.6900001,dominicks,0,0
1088,2.6900001,dominicks,0,0
2752,2.6900001,dominicks,0,0
2432,2.6900001,dominicks,0,0
960,2.6900001,dominicks,0,0
4736,2.6900001,dominicks,0,0
5120,2.0899999,dominicks,1,0
6592,2.0899999,dominicks,0,0
2688,2.0899999,dominicks,0,0
1344,2.0899999,dominicks,0,0
24000,1.89,dominicks,1,0
9472,1.89,dominicks,0,0
7040,1.79,dominicks,0,0
25984,1.79,dominicks,1,0
4736,1.79,dominicks,0,0
384,2.6900001,dominicks,0,0
57216,1.24,dominicks,1,0
1344,1.59,dominicks,0,0
15040,1.59,dominicks,1,0
13056,1.29,dominicks,0,0
20992,.99000001,dominicks,0,0
12928,1.59,dominicks,1,0
33344,2.49,dominicks,1,0
5504,2.6900001,dominicks,0,0
30144,1.39,dominicks,1,0
1216,2.6900001,dominicks,0,0
896,2.6900001,dominicks,0,0
704,2.6900001,dominicks,0,0
90112,.99000001,dominicks,1,0
9600,2.6900001,dominicks,0,0
3776,2.6900001,dominicks,0,0
22592,1.49,dominicks,1,0
8000,1.49,dominicks,0,0
448,2.6900001,dominicks,0,0
2560,2.6900001,dominicks,0,0
5952,1.99,dominicks,1,0
49472,1.09,dominicks,1,0
704,2.6900001,dominicks,0,0
3008,2.6900001,dominicks,0,0
13696,1.59,dominicks,1,0
11072,1.59,dominicks,0,0
5568,1.59,dominicks,0,0
82752,.99000001,dominicks,1,0
896,2.6900001,dominicks,1,0
960,2.6900001,dominicks,0,0
1152,2.6900001,dominicks,0,0
3520,2.6900001,dominicks,0,0
30848,1.59,dominicks,1,0
9728,1.59,dominicks,0,0
448,2.6900001,dominicks,0,0
14592,1.49,dominicks,1,0
3648,1.29,dominicks,0,0
1664,1.99,dominicks,0,0
2944,1.99,dominicks,0,0
15424,1.59,dominicks,1,0
37312,.99000001,dominicks,1,0
9408,.99000001,dominicks,0,0
26944,1.49,dominicks,1,0
10176,1.49,dominicks,0,0
10112,1.39,dominicks,0,0
9792,1.39,dominicks,0,0
6336,1.39,dominicks,0,0
6976,1.58,dominicks,1,0
7104,1.58,dominicks,0,0
7104,1.58,dominicks,0,0
16192,1.58,dominicks,1,0
6656,1.58,dominicks,0,0
3648,1.58,dominicks,0,0
3712,1.58,dominicks,0,0
2048,1.58,dominicks,0,0
47808,1.58,dominicks,1,0
21120,1.58,dominicks,0,0
19072,1.58,dominicks,1,0
3776,1.58,dominicks,0,0
5440,1.58,dominicks,1,0
5184,1.58,dominicks,0,0
3072,1.58,dominicks,0,0
5696,1.58,dominicks,0,0
8960,1.58,dominicks,0,0
28160,1.58,dominicks,0,0
6720,1.58,dominicks,0,0
3648,1.58,dominicks,0,0
6592,1.58,dominicks,0,0
8640,1.58,dominicks,0,0
49152,1.58,dominicks,1,0
9472,1.58,dominicks,0,0
27904,1.58,dominicks,0,0
11584,1.58,dominicks,0,0
3072,1.58,dominicks,0,0
3520,1.58,dominicks,0,0
42496,1.29,dominicks,1,0
6080,1.29,dominicks,0,0
5632,1.99,dominicks,0,0
3776,1.99,dominicks,0,0
2816,2.0899999,dominicks,0,0
7488,1.6900001,dominicks,0,0
53888,1.6900001,dominicks,0,0
23744,1.6900001,dominicks,0,0
4096,2.0899999,dominicks,0,0
3392,2.0899999,dominicks,0,0
2624,1.99,dominicks,0,0
9792,1.29,dominicks,0,0
5184,2.0899999,dominicks,0,0
10432,1.6900001,dominicks,0,0
37952,1.49,dominicks,1,0
4672,1.99,dominicks,1,0
1088,2.0899999,dominicks,0,0
7680,1.89,dominicks,0,0
9280,1.29,dominicks,0,0
1472,2.0899999,dominicks,0,0
1280,2.0899999,dominicks,0,0
3776,2.0899999,dominicks,0,0
40704,1.49,dominicks,0,0
3392,2.0899999,dominicks,0,0
16768,3.8699999,tropicana,0,1
10368,3.8699999,tropicana,0,1
14784,3.8699999,tropicana,0,1
12864,3.8699999,tropicana,0,1
8896,3.8699999,tropicana,0,1
10560,3.8699999,tropicana,0,1
10240,3.8699999,tropicana,0,1
10816,3.8699999,tropicana,0,1
10624,3.8699999,tropicana,0,1
9856,3.8699999,tropicana,0,1
13440,3.8699999,tropicana,0,1
8448,3.8699999,tropicana,0,1
18688,3.29,tropicana,0,1
15680,3.29,tropicana,0,1
10880,3.29,tropicana,0,1
13952,3.8699999,tropicana,0,1
22144,3.29,tropicana,1,1
12096,3.29,tropicana,0,1
10688,3.5599999,tropicana,0,1
10432,3.5599999,tropicana,0,1
11520,3.5599999,tropicana,0,1
10368,3.5599999,tropicana,0,1
14016,3.8699999,tropicana,0,1
24064,2.99,tropicana,0,1
13696,2.99,tropicana,0,1
7104,3.5899999,tropicana,0,1
8448,3.5899999,tropicana,0,1
45312,2.3900001,tropicana,0,1
14080,3.5899999,tropicana,0,1
29504,2.5899999,tropicana,0,1
17344,2.5899999,tropicana,0,1
8064,3.5899999,tropicana,0,1
10752,3.5899999,tropicana,0,1
35328,2.49,tropicana,0,1
7104,3.5899999,tropicana,0,1
5824,3.5899999,tropicana,0,1
8128,3.5899999,tropicana,0,1
7680,3.5899999,tropicana,0,1
7040,3.5899999,tropicana,0,1
7552,3.5899999,tropicana,0,1
126656,1.6900001,tropicana,1,1
24448,3.5899999,tropicana,0,1
76928,1.99,tropicana,1,1
17728,3.5899999,tropicana,0,1
82752,1.99,tropicana,1,1
33408,1.99,tropicana,0,1
9344,3.5899999,tropicana,0,1
50048,2.29,tropicana,1,1
9536,3.5899999,tropicana,0,1
8256,3.5899999,tropicana,0,1
85056,1.99,tropicana,0,1
25856,1.99,tropicana,0,1
8512,3.5899999,tropicana,0,1
20032,3.5899999,tropicana,0,1
87296,1.99,tropicana,0,1
44416,1.99,tropicana,0,1
18752,1.99,tropicana,0,1
21632,3.5899999,tropicana,1,1
52992,2.1900001,tropicana,0,1
28160,2.1900001,tropicana,0,1
12224,3.5899999,tropicana,0,1
8768,3.5899999,tropicana,0,1
9536,3.5899999,tropicana,0,1
91520,1.99,tropicana,1,1
16256,3.5899999,tropicana,0,1
16000,2.49,tropicana,1,1
9024,3.5899999,tropicana,0,1
10624,3.1900001,tropicana,0,1
9920,3.0699999,tropicana,0,1
8384,3.0699999,tropicana,0,1
9088,3.0699999,tropicana,0,1
8576,3.0699999,tropicana,0,1
9728,3.0699999,tropicana,0,1
10816,3.1900001,tropicana,0,1
97792,1.99,tropicana,1,1
13888,3.1900001,tropicana,0,1
8576,3.1900001,tropicana,0,1
7808,3.1900001,tropicana,0,1
11328,3.1900001,tropicana,0,1
26176,2.3900001,tropicana,0,1
19968,2.3900001,tropicana,0,1
17408,2.29,tropicana,0,1
12992,2.29,tropicana,0,1
8832,3.1900001,tropicana,0,1
7808,3.1900001,tropicana,0,1
9984,3.1900001,tropicana,0,1
58304,1.99,tropicana,1,1
8448,3.1900001,tropicana,0,1
89344,1.99,tropicana,1,1
54400,1.79,tropicana,0,1
53952,1.79,tropicana,0,1
17280,1.79,tropicana,0,1
15488,3.1900001,tropicana,0,1
52544,2.5,tropicana,1,1
14784,2.5,tropicana,0,1
16704,3.1900001,tropicana,0,1
22080,3.1900001,tropicana,0,1
57984,2.3900001,tropicana,1,1
11840,3.1900001,tropicana,0,1
10944,3.1900001,tropicana,0,1
9472,3.1900001,tropicana,0,1
9728,3.1900001,tropicana,0,1
96640,2.49,tropicana,1,1
101120,1.99,tropicana,1,1
12160,3.1900001,tropicana,1,1
27136,2.6900001,tropicana,0,1
8640,3.1900001,tropicana,0,1
12544,3.1900001,tropicana,0,1
7168,3.1900001,tropicana,0,1
9984,3.1900001,tropicana,0,1
12096,3.0899999,tropicana,1,1
9024,3.1900001,tropicana,0,1
24512,2.79,tropicana,1,1
20544,3.1900001,tropicana,0,1
53568,2.49,tropicana,1,1
18368,2.49,tropicana,0,1
9600,3.1900001,tropicana,0,1
36672,2.79,tropicana,1,1
12288,3.4100001,tropicana,0,1
9280,1.59,dominicks,1,0
2432,2.6900001,dominicks,0,0
2560,2.6900001,dominicks,0,0
2944,2.6900001,dominicks,0,0
1280,2.6900001,dominicks,0,0
1024,2.6900001,dominicks,0,0
3456,2.6900001,dominicks,0,0
5760,2.0899999,dominicks,1,0
2304,2.0899999,dominicks,0,0
2752,2.0899999,dominicks,0,0
2112,2.0899999,dominicks,0,0
55552,1.89,dominicks,1,0
14784,1.89,dominicks,0,0
13824,1.89,dominicks,0,0
8256,1.79,dominicks,0,0
41664,1.79,dominicks,1,0
9664,1.79,dominicks,0,0
1472,2.6900001,dominicks,0,0
153984,1.24,dominicks,1,0
1664,1.59,dominicks,0,0
31552,1.59,dominicks,1,0
45120,1.29,dominicks,0,0
57216,.99000001,dominicks,0,0
15936,1.59,dominicks,1,0
57088,2.49,dominicks,1,0
11072,2.6900001,dominicks,0,0
48640,1.39,dominicks,1,0
512,2.6900001,dominicks,0,0
2432,2.6900001,dominicks,0,0
208192,.99000001,dominicks,1,0
1728,2.6900001,dominicks,0,0
3328,2.6900001,dominicks,0,0
58368,1.49,dominicks,1,0
22720,1.49,dominicks,0,0
832,2.6900001,dominicks,0,0
4096,2.6900001,dominicks,0,0
7296,1.99,dominicks,1,0
98944,1.09,dominicks,1,0
21184,2.6900001,dominicks,0,0
5824,2.6900001,dominicks,0,0
14784,1.59,dominicks,1,0
10496,1.59,dominicks,0,0
6720,1.59,dominicks,0,0
207360,.99000001,dominicks,1,0
1664,2.6900001,dominicks,1,0
1856,2.6900001,dominicks,0,0
768,2.6900001,dominicks,0,0
8512,2.6900001,dominicks,0,0
60800,1.59,dominicks,1,0
10240,1.59,dominicks,0,0
2624,2.3900001,dominicks,0,0
15232,1.49,dominicks,1,0
13824,1.29,dominicks,0,0
3520,1.99,dominicks,0,0
5632,1.99,dominicks,0,0
30592,1.59,dominicks,1,0
14912,1.59,dominicks,0,0
15168,1.99,dominicks,0,0
116224,.99000001,dominicks,1,0
48704,.99000001,dominicks,0,0
44224,1.49,dominicks,1,0
12736,1.49,dominicks,0,0
28800,1.39,dominicks,0,0
35072,1.39,dominicks,0,0
2304,1.39,dominicks,0,0
17216,1.58,dominicks,1,0
12160,1.58,dominicks,0,0
9344,1.58,dominicks,0,0
45888,1.58,dominicks,1,0
10816,1.58,dominicks,0,0
6528,1.58,dominicks,0,0
4736,1.58,dominicks,0,0
18368,1.58,dominicks,1,0
8384,1.58,dominicks,0,0
3840,1.58,dominicks,0,0
22848,1.58,dominicks,1,0
25024,1.58,dominicks,0,0
21824,1.58,dominicks,1,0
6464,1.58,dominicks,0,0
11648,1.58,dominicks,1,0
9024,1.58,dominicks,0,0
3968,1.58,dominicks,0,0
6912,1.58,dominicks,0,0
17536,1.58,dominicks,0,0
60800,1.58,dominicks,0,0
12928,1.58,dominicks,0,0
5632,1.58,dominicks,0,0
23680,1.58,dominicks,0,0
9280,1.58,dominicks,0,0
65088,1.58,dominicks,1,0
23872,1.58,dominicks,0,0
36800,1.58,dominicks,0,0
4736,1.58,dominicks,0,0
2176,1.58,dominicks,0,0
25216,1.58,dominicks,0,0
70528,1.29,dominicks,1,0
25728,1.29,dominicks,0,0
6592,1.99,dominicks,0,0
6848,1.99,dominicks,0,0
7808,2.0899999,dominicks,0,0
34816,1.6900001,dominicks,0,0
86208,1.6900001,dominicks,0,0
30272,1.6900001,dominicks,0,0
4992,2.0899999,dominicks,0,0
14336,1.99,dominicks,0,0
11840,1.99,dominicks,0,0
18432,1.29,dominicks,0,0
4672,2.0899999,dominicks,0,0
8640,1.6900001,dominicks,0,0
64000,1.49,dominicks,1,0
4032,1.99,dominicks,1,0
1984,2.0899999,dominicks,0,0
19968,1.89,dominicks,0,0
6784,1.29,dominicks,0,0
4416,2.0899999,dominicks,0,0
3328,2.24,dominicks,0,0
6400,2.24,dominicks,0,0
60928,1.49,dominicks,0,0
6208,2.24,dominicks,0,0
7552,3.6600001,tropicana,0,1
4416,3.6600001,tropicana,0,1
5696,3.6600001,tropicana,0,1
4032,3.6600001,tropicana,0,1
2944,3.6600001,tropicana,0,1
3520,3.6600001,tropicana,0,1
3200,3.6600001,tropicana,0,1
5376,3.6600001,tropicana,0,1
4672,3.6600001,tropicana,0,1
3584,3.6600001,tropicana,0,1
5632,3.6600001,tropicana,0,1
2560,3.6600001,tropicana,0,1
5504,3.29,tropicana,0,1
5440,3.29,tropicana,0,1
6016,3.29,tropicana,0,1
4096,3.6600001,tropicana,0,1
5568,3.29,tropicana,1,1
3776,3.29,tropicana,0,1
3008,3.51,tropicana,0,1
4800,3.51,tropicana,0,1
4032,3.51,tropicana,0,1
5056,3.51,tropicana,0,1
5632,3.6600001,tropicana,0,1
5760,2.99,tropicana,0,1
8000,2.99,tropicana,0,1
4224,3.3900001,tropicana,0,1
4800,3.3900001,tropicana,0,1
17536,2.3900001,tropicana,0,1
8064,2.3900001,tropicana,0,1
7296,3.3900001,tropicana,0,1
9728,2.5899999,tropicana,0,1
8000,2.5899999,tropicana,0,1
3712,3.3900001,tropicana,0,1
3648,3.3900001,tropicana,0,1
10944,2.49,tropicana,0,1
3968,3.3900001,tropicana,0,1
4160,3.3900001,tropicana,0,1
5120,3.3900001,tropicana,0,1
3456,3.3900001,tropicana,0,1
4352,3.3900001,tropicana,0,1
3904,3.3900001,tropicana,0,1
60032,1.6900001,tropicana,1,1
8256,3.3900001,tropicana,0,1
28416,1.99,tropicana,1,1
6528,3.3900001,tropicana,0,1
37248,1.99,tropicana,1,1
10624,1.99,tropicana,0,1
2752,3.3900001,tropicana,0,1
14976,2.29,tropicana,1,1
4032,3.3900001,tropicana,0,1
3456,3.3900001,tropicana,0,1
34816,1.99,tropicana,0,1
10752,1.99,tropicana,0,1
3584,3.3900001,tropicana,0,1
7488,3.3900001,tropicana,0,1
23872,1.99,tropicana,0,1
12096,1.99,tropicana,0,1
9792,1.99,tropicana,0,1
7552,3.3900001,tropicana,1,1
15296,2.1900001,tropicana,0,1
5824,2.1900001,tropicana,0,1
4864,3.3900001,tropicana,0,1
3904,3.3900001,tropicana,0,1
3904,3.3900001,tropicana,0,1
34368,1.99,tropicana,1,1
6272,3.3900001,tropicana,0,1
8640,2.72,tropicana,1,1
4416,3.27,tropicana,0,1
4608,2.97,tropicana,0,1
6400,2.9400001,tropicana,0,1
4736,2.9400001,tropicana,0,1
6400,2.9400001,tropicana,0,1
4992,2.9400001,tropicana,0,1
8896,2.96,tropicana,0,1
7552,2.99,tropicana,0,1
38080,1.99,tropicana,1,1
7488,2.6199999,tropicana,0,1
4800,2.99,tropicana,0,1
4800,2.99,tropicana,0,1
7424,2.71,tropicana,0,1
11520,2.3900001,tropicana,0,1
11904,2.3499999,tropicana,0,1
7168,2.29,tropicana,0,1
10560,2.4300001,tropicana,0,1
5568,2.99,tropicana,0,1
4864,2.99,tropicana,0,1
8128,2.99,tropicana,0,1
30144,1.99,tropicana,1,1
5376,2.99,tropicana,0,1
46272,1.99,tropicana,1,1
14720,1.79,tropicana,0,1
21952,1.79,tropicana,0,1
7104,2.25,tropicana,0,1
12608,2.9200001,tropicana,0,1
11456,2.5,tropicana,1,1
5824,2.6400001,tropicana,0,1
6336,2.99,tropicana,0,1
6592,2.6099999,tropicana,0,1
22976,2.24,tropicana,1,1
6848,2.99,tropicana,0,1
5568,2.99,tropicana,0,1
5248,2.99,tropicana,0,1
6592,2.99,tropicana,0,1
38784,2.49,tropicana,1,1
15040,2.25,tropicana,0,1
42112,1.99,tropicana,1,1
5888,2.99,tropicana,1,1
10432,2.6900001,tropicana,0,1
5888,2.99,tropicana,0,1
5248,2.99,tropicana,0,1
4672,2.99,tropicana,0,1
6016,2.96,tropicana,0,1
7232,2.8900001,tropicana,1,1
4736,2.99,tropicana,0,1
9408,2.79,tropicana,1,1
7360,2.6900001,tropicana,0,1
14656,2.49,tropicana,1,1
7616,2.6600001,tropicana,0,1
6912,2.9100001,tropicana,0,1
5952,2.78,tropicana,1,1
3840,2.78,tropicana,0,1
1984,1.59,dominicks,1,0
1408,2.49,dominicks,0,0
3200,2.49,dominicks,0,0
1728,2.49,dominicks,0,0
1088,2.49,dominicks,0,0
832,2.49,dominicks,0,0
3072,2.49,dominicks,0,0
4864,2.0899999,dominicks,1,0
1984,2.0899999,dominicks,0,0
1856,2.0899999,dominicks,0,0
960,2.0899999,dominicks,0,0
20288,1.89,dominicks,1,0
6528,1.89,dominicks,0,0
8192,1.89,dominicks,0,0
7232,1.79,dominicks,0,0
20608,1.79,dominicks,1,0
9280,1.79,dominicks,0,0
1600,2.49,dominicks,0,0
57920,1.24,dominicks,1,0
1536,1.59,dominicks,0,0
18432,1.59,dominicks,1,0
22080,1.29,dominicks,0,0
25280,.99000001,dominicks,0,0
15552,1.59,dominicks,1,0
32256,2.49,dominicks,1,0
9344,2.1900001,dominicks,0,0
27904,1.39,dominicks,1,0
2240,2.1900001,dominicks,0,0
1664,2.1900001,dominicks,0,0
3520,2.1900001,dominicks,0,0
90688,.99000001,dominicks,1,0
1856,2.1900001,dominicks,0,0
5568,2.1900001,dominicks,0,0
34752,1.49,dominicks,1,0
11968,1.49,dominicks,0,0
1152,2.1900001,dominicks,0,0
1728,2.1900001,dominicks,0,0
4800,1.99,dominicks,1,0
41216,1.09,dominicks,1,0
1216,2.1900001,dominicks,0,0
3520,2.1900001,dominicks,0,0
9536,1.59,dominicks,1,0
7616,1.59,dominicks,0,0
4672,1.59,dominicks,0,0
83840,.99000001,dominicks,1,0
704,2.1900001,dominicks,1,0
1344,2.1900001,dominicks,0,0
1152,2.1900001,dominicks,0,0
5184,2.1900001,dominicks,0,0
18176,1.59,dominicks,1,0
4096,1.59,dominicks,0,0
2048,2.0899999,dominicks,0,0
7872,1.41,dominicks,1,0
15744,1.29,dominicks,0,0
1856,1.89,dominicks,0,0
4736,1.89,dominicks,0,0
20032,1.59,dominicks,1,0
4736,1.59,dominicks,0,0
7552,1.89,dominicks,0,0
47680,.99000001,dominicks,1,0
22720,.99000001,dominicks,0,0
16960,1.49,dominicks,1,0
3392,1.49,dominicks,0,0
9152,1.39,dominicks,0,0
11072,1.39,dominicks,0,0
8128,1.39,dominicks,0,0
7808,1.59,dominicks,1,0
8192,1.59,dominicks,0,0
6720,1.58,dominicks,0,0
22656,1.49,dominicks,1,0
4736,1.5700001,dominicks,0,0
3392,1.89,dominicks,0,0
1792,1.8099999,dominicks,0,0
